round,image_id,category,quality,freshness,ctr,lr,awt,social_proof,cos_ui_own,own_query_score
1,36,3,0.444939,0.870551,0.100080,0.050095,0.156253,0.000402,0.048569,0.188701
1,37,3,0.300442,0.870551,0.100407,0.050158,0.154664,0.001159,0.047735,0.188426
1,38,3,0.255183,0.870551,0.100260,0.050085,0.135199,0.000722,0.053900,0.186952
1,39,3,0.542584,0.870551,0.100170,0.050190,0.160964,0.000802,0.069106,0.194633
1,40,4,0.357393,0.870551,0.100407,0.050203,0.147048,0.001267,0.081755,0.195818
1,41,4,0.440077,0.870551,0.100090,0.049995,0.177333,0.000161,0.081042,0.199936
1,42,4,0.374670,0.870551,0.100170,0.050190,0.151688,0.000802,0.063496,0.191839
1,43,4,0.072453,0.870551,0.100407,0.050113,0.094097,0.001051,0.093616,0.190800
1,44,4,0.146514,0.870551,0.100240,0.050185,0.102475,0.000962,0.067609,0.185522
1,45,4,0.031405,0.870551,0.100000,0.050000,0.000000,0.000000,0.052185,0.166090
1,46,4,0.216687,0.870551,0.099980,0.050000,0.000000,0.000000,0.060606,0.168194
1,47,4,0.446234,0.870551,0.100407,0.050365,0.151658,0.001653,0.064283,0.192220
1,48,4,0.301519,0.870551,0.100170,0.050090,0.134244,0.000562,0.082171,0.193844
1,49,4,0.532519,0.870551,0.100407,0.050429,0.173912,0.001808,0.081131,0.199805
10,0,0,0.139619,0.250000,0.106222,0.052025,0.510136,0.016446,0.083227,0.161022
10,1,0,0.247320,0.250000,0.105831,0.053479,0.609218,0.019721,0.087434,0.177673
10,2,0,0.039080,0.250000,0.101507,0.050259,0.203813,0.003998,0.089504,0.113557
10,3,0,0.724847,0.250000,0.103033,0.053424,0.603320,0.013928,0.078817,0.173324
10,4,0,0.368557,0.250000,0.109581,0.060542,0.695252,0.040955,0.083973,0.194594
10,5,0,0.268096,0.250000,0.102293,0.052336,0.298343,0.010764,0.080691,0.127048
10,6,0,0.150631,0.250000,0.103854,0.053637,0.425310,0.016022,0.093382,0.150601
10,7,0,0.568517,0.250000,0.113580,0.063293,0.767937,0.050380,0.084806,0.208194
10,8,0,0.168080,0.250000,0.101314,0.050202,0.177161,0.003460,0.078978,0.106777
10,9,0,0.311360,0.250000,0.105959,0.055894,0.596498,0.025073,0.082317,0.175657
10,10,1,0.490499,0.250000,0.103657,0.053560,0.709141,0.016052,0.070773,0.187698
10,11,1,0.199080,0.250000,0.101556,0.051759,0.313034,0.007534,0.079305,0.128233
10,12,1,0.612538,0.250000,0.113010,0.062320,0.784455,0.047830,0.067478,0.205721
10,13,1,0.080769,0.250000,0.106535,0.051976,0.382083,0.016990,0.082567,0.141665
10,14,1,0.448982,0.250000,0.109693,0.059172,0.729485,0.037920,0.074119,0.196639
10,15,1,0.251850,0.250000,0.103448,0.052296,0.432213,0.012309,0.071659,0.145370
10,16,1,0.071009,0.250000,0.102627,0.049986,0.256564,0.005619,0.077447,0.118856
10,17,1,0.225512,0.250000,0.105291,0.054576,0.474515,0.020841,0.076298,0.154815
10,18,1,0.023145,0.250000,0.102658,0.050959,0.183924,0.007792,0.079356,0.108857
10,19,1,0.378901,0.250000,0.105387,0.053564,0.582626,0.018745,0.076849,0.170806
10,20,2,0.154859,0.250000,0.102094,0.051441,0.344916,0.007982,0.112386,0.141444
10,21,2,0.496025,0.250000,0.114023,0.061801,0.758347,0.048275,0.105039,0.211351
10,22,2,0.753268,0.250000,0.106679,0.057366,0.699158,0.029258,0.056707,0.185670
10,23,2,0.075313,0.250000,0.102095,0.052308,0.311116,0.009743,0.056907,0.122818
10,24,2,0.346724,0.250000,0.108046,0.058350,0.620974,0.032786,0.109883,0.188107
10,25,2,0.118530,0.250000,0.105493,0.052513,0.413978,0.016177,0.109838,0.153122
10,26,2,0.401554,0.250000,0.110871,0.060558,0.718202,0.042677,0.115062,0.206312
10,27,2,0.428317,0.250000,0.105802,0.054519,0.553414,0.021786,0.117778,0.177335
10,28,2,0.226272,0.250000,0.104840,0.053187,0.518293,0.016628,0.077330,0.160767
10,29,2,0.109343,0.250000,0.101143,0.050539,0.170390,0.004052,0.024078,0.092091
10,30,3,0.108891,0.250000,0.102216,0.050901,0.323742,0.006543,0.032863,0.118013
10,31,3,0.559639,0.250000,0.106449,0.057334,0.660873,0.028765,0.047589,0.177495
10,32,3,0.161426,0.250000,0.102611,0.049874,0.233092,0.005158,0.037489,0.105199
10,33,3,0.041007,0.250000,0.102351,0.050529,0.252339,0.006624,0.059082,0.113801
10,34,3,0.306667,0.250000,0.107407,0.052698,0.583470,0.020462,0.068562,0.169283
10,35,3,0.482934,0.250000,0.111585,0.061888,0.759239,0.045311,0.063713,0.200317
10,36,3,0.444939,0.250000,0.103518,0.053798,0.462853,0.015848,0.048569,0.144964
10,37,3,0.300442,0.250000,0.106078,0.055026,0.591091,0.023905,0.047735,0.165874
10,38,3,0.255183,0.250000,0.104451,0.053269,0.550803,0.016651,0.053900,0.159748
10,39,3,0.542584,0.250000,0.113244,0.062632,0.773804,0.049214,0.069106,0.204813
10,40,4,0.357393,0.250000,0.106272,0.054445,0.652853,0.022213,0.081755,0.183415
10,41,4,0.440077,0.250000,0.109441,0.058031,0.697630,0.034732,0.081042,0.192883
10,42,4,0.374670,0.250000,0.103351,0.052216,0.508946,0.011482,0.063496,0.154744
10,43,4,0.072453,0.250000,0.101168,0.051509,0.218677,0.006348,0.093616,0.117321
10,44,4,0.146514,0.250000,0.104178,0.051650,0.425893,0.012035,0.067609,0.143372
10,45,4,0.031405,0.250000,0.103237,0.050804,0.270845,0.008389,0.052185,0.115301
10,46,4,0.216687,0.250000,0.102223,0.050950,0.278587,0.007010,0.060606,0.118245
10,47,4,0.446234,0.250000,0.106951,0.057224,0.748283,0.030118,0.064283,0.195130
10,48,4,0.301519,0.250000,0.104924,0.054479,0.546829,0.019577,0.082171,0.166936
10,49,4,0.532519,0.250000,0.114116,0.063404,0.783949,0.051349,0.081131,0.209929
20,0,0,0.139619,0.062500,0.102747,0.051567,0.180661,0.010933,0.083227,0.082219
20,1,0,0.247320,0.062500,0.108915,0.054570,0.414451,0.026874,0.087434,0.122549
20,2,0,0.039080,0.062500,0.101275,0.050594,0.131240,0.004789,0.089504,0.075002
20,3,0,0.724847,0.062500,0.122485,0.075541,0.908623,0.084475,0.078817,0.209282
20,4,0,0.368557,0.062500,0.114446,0.064403,0.687301,0.056071,0.083973,0.169814
20,5,0,0.268096,0.062500,0.115210,0.055870,0.631299,0.039849,0.080691,0.156865
20,6,0,0.150631,0.062500,0.109627,0.056741,0.374897,0.034129,0.093382,0.119569
20,7,0,0.568517,0.062500,0.127069,0.076943,0.872013,0.091035,0.084806,0.207116
20,8,0,0.168080,0.062500,0.105085,0.052846,0.334098,0.017195,0.078978,0.105930
20,9,0,0.311360,0.062500,0.107570,0.055955,0.587172,0.029325,0.082317,0.147860
20,10,1,0.490499,0.062500,0.119610,0.070199,0.787658,0.072155,0.070773,0.185801
20,11,1,0.199080,0.062500,0.109403,0.056823,0.500009,0.033012,0.079305,0.134831
20,12,1,0.612538,0.062500,0.128402,0.080987,0.880551,0.099259,0.067478,0.206103
20,13,1,0.080769,0.062500,0.105308,0.051953,0.236995,0.015487,0.082567,0.091733
20,14,1,0.448982,0.062500,0.119620,0.070565,0.825395,0.073488,0.074119,0.192629
20,15,1,0.251850,0.062500,0.106290,0.056401,0.398966,0.026609,0.071659,0.116074
20,16,1,0.071009,0.062500,0.106237,0.052154,0.402376,0.017649,0.077447,0.116047
20,17,1,0.225512,0.062500,0.104288,0.054239,0.325445,0.018431,0.076298,0.104220
20,18,1,0.023145,0.062500,0.103684,0.050231,0.160177,0.009134,0.079356,0.077802
20,19,1,0.378901,0.062500,0.110900,0.057781,0.691003,0.037881,0.076849,0.164311
20,20,2,0.154859,0.062500,0.113030,0.054254,0.452047,0.033396,0.112386,0.136084
20,21,2,0.496025,0.062500,0.127852,0.073425,0.798079,0.088211,0.105039,0.200143
20,22,2,0.753268,0.062500,0.126239,0.079814,0.917559,0.095485,0.056707,0.207942
20,23,2,0.075313,0.062500,0.106612,0.054168,0.304301,0.022935,0.056907,0.097147
20,24,2,0.346724,0.062500,0.114256,0.057683,0.575759,0.043697,0.109883,0.156490
20,25,2,0.118530,0.062500,0.107585,0.053492,0.408840,0.023372,0.109838,0.126444
20,26,2,0.401554,0.062500,0.120680,0.070704,0.781342,0.075410,0.115062,0.196712
20,27,2,0.428317,0.062500,0.109639,0.059894,0.721527,0.039049,0.117778,0.179549
20,28,2,0.226272,0.062500,0.109030,0.059115,0.445008,0.036731,0.077330,0.126836
20,29,2,0.109343,0.062500,0.105365,0.053577,0.267568,0.019096,0.024078,0.082457
20,30,3,0.108891,0.062500,0.107403,0.051938,0.292459,0.018442,0.032863,0.088403
20,31,3,0.559639,0.062500,0.115838,0.066724,0.813576,0.063017,0.047589,0.181436
20,32,3,0.161426,0.062500,0.113602,0.051500,0.355562,0.029530,0.037489,0.101679
20,33,3,0.041007,0.062500,0.106409,0.050699,0.296348,0.014439,0.059082,0.094652
20,34,3,0.306667,0.062500,0.105482,0.052537,0.369751,0.017889,0.068562,0.108840
20,35,3,0.482934,0.062500,0.122925,0.074160,0.794543,0.083004,0.063713,0.187799
20,36,3,0.444939,0.062500,0.114304,0.064987,0.758835,0.056434,0.048569,0.171888
20,37,3,0.300442,0.062500,0.104799,0.055336,0.393620,0.023121,0.047735,0.108333
20,38,3,0.255183,0.062500,0.108886,0.053905,0.559448,0.026264,0.053900,0.135927
20,39,3,0.542584,0.062500,0.130554,0.079431,0.850777,0.098068,0.069106,0.201899
20,40,4,0.357393,0.062500,0.121425,0.067946,0.736758,0.070632,0.081755,0.180537
20,41,4,0.440077,0.062500,0.120747,0.067179,0.790021,0.068626,0.081042,0.187924
20,42,4,0.374670,0.062500,0.106683,0.057043,0.480535,0.028337,0.063496,0.126819
20,43,4,0.072453,0.062500,0.107013,0.049925,0.302948,0.014620,0.093616,0.104343
20,44,4,0.146514,0.062500,0.108254,0.055342,0.455420,0.028077,0.067609,0.123980
20,45,4,0.031405,0.062500,0.106192,0.050109,0.236148,0.012381,0.052185,0.083345
20,46,4,0.216687,0.062500,0.107140,0.056207,0.452803,0.027933,0.060606,0.121763
20,47,4,0.446234,0.062500,0.120632,0.071125,0.809205,0.075670,0.064283,0.188261
20,48,4,0.301519,0.062500,0.111809,0.057937,0.647748,0.039316,0.082171,0.159459
20,49,4,0.532519,0.062500,0.130820,0.082112,0.878061,0.102167,0.081131,0.210129
30,0,0,0.139619,0.015625,0.111689,0.053682,0.274438,0.031216,0.083227,0.094612
30,1,0,0.247320,0.015625,0.111220,0.056655,0.414921,0.036256,0.087434,0.118281
30,2,0,0.039080,0.015625,0.107185,0.051942,0.187101,0.018660,0.089504,0.080014
30,3,0,0.724847,0.015625,0.146408,0.101211,0.924493,0.143636,0.078817,0.222225
30,4,0,0.368557,0.015625,0.118637,0.061990,0.620843,0.057597,0.083973,0.154016
30,5,0,0.268096,0.015625,0.119009,0.061662,0.585683,0.058192,0.080691,0.147913
30,6,0,0.150631,0.015625,0.124703,0.061472,0.522142,0.065055,0.093382,0.143264
30,7,0,0.568517,0.015625,0.123744,0.075631,0.695789,0.090581,0.084806,0.173505
30,8,0,0.168080,0.015625,0.101012,0.051042,0.067778,0.006430,0.078978,0.056221
30,9,0,0.311360,0.015625,0.114921,0.062506,0.688299,0.055627,0.082317,0.163132
30,10,1,0.490499,0.015625,0.143774,0.090090,0.853545,0.127186,0.070773,0.204787
30,11,1,0.199080,0.015625,0.118376,0.061515,0.441395,0.056819,0.079305,0.125195
30,12,1,0.612538,0.015625,0.151560,0.098912,0.911569,0.143785,0.067478,0.217831
30,13,1,0.080769,0.015625,0.112636,0.051959,0.201297,0.028726,0.082567,0.082773
30,14,1,0.448982,0.015625,0.136709,0.083628,0.796654,0.112618,0.074119,0.192700
30,15,1,0.251850,0.015625,0.117910,0.065004,0.451471,0.060691,0.071659,0.125852
30,16,1,0.071009,0.015625,0.114332,0.054670,0.335644,0.036286,0.077447,0.103817
30,17,1,0.225512,0.015625,0.126675,0.068271,0.577429,0.079181,0.076298,0.150868
30,18,1,0.023145,0.015625,0.112580,0.049743,0.320491,0.024862,0.079356,0.099244
30,19,1,0.378901,0.015625,0.118546,0.065841,0.591675,0.064448,0.076849,0.149373
30,20,2,0.154859,0.015625,0.119667,0.061528,0.471485,0.059411,0.112386,0.138721
30,21,2,0.496025,0.015625,0.144495,0.092865,0.833431,0.131161,0.105039,0.211485
30,22,2,0.753268,0.015625,0.152694,0.102633,0.926894,0.148092,0.056707,0.218842
30,23,2,0.075313,0.015625,0.112125,0.051542,0.320640,0.027840,0.056907,0.094262
30,24,2,0.346724,0.015625,0.118127,0.061726,0.727183,0.056181,0.109883,0.176466
30,25,2,0.118530,0.015625,0.120580,0.060567,0.426997,0.057703,0.109838,0.131013
30,26,2,0.401554,0.015625,0.126440,0.072492,0.711327,0.085725,0.115062,0.182697
30,27,2,0.428317,0.015625,0.126232,0.080048,0.838519,0.098137,0.117778,0.205811
30,28,2,0.226272,0.015625,0.111427,0.061932,0.475837,0.047231,0.077330,0.127535
30,29,2,0.109343,0.015625,0.121407,0.057491,0.396070,0.052274,0.024078,0.103495
30,30,3,0.108891,0.015625,0.107564,0.053423,0.290629,0.022541,0.032863,0.082417
30,31,3,0.559639,0.015625,0.122884,0.075195,0.752311,0.086225,0.047589,0.171901
30,32,3,0.161426,0.015625,0.115652,0.059292,0.450625,0.049174,0.037489,0.114159
30,33,3,0.041007,0.015625,0.112212,0.051197,0.397340,0.027042,0.059082,0.106369
30,34,3,0.306667,0.015625,0.115989,0.062148,0.406528,0.054200,0.068562,0.116503
30,35,3,0.482934,0.015625,0.128783,0.078353,0.820364,0.097570,0.063713,0.189439
30,36,3,0.444939,0.015625,0.122772,0.075314,0.803981,0.086749,0.048569,0.180123
30,37,3,0.300442,0.015625,0.110272,0.060003,0.496356,0.042866,0.047735,0.122081
30,38,3,0.255183,0.015625,0.114304,0.059799,0.424970,0.046946,0.053900,0.113916
30,39,3,0.542584,0.015625,0.143932,0.096459,0.852558,0.137557,0.069106,0.206777
30,40,4,0.357393,0.015625,0.122216,0.066134,0.542185,0.069741,0.081755,0.144441
30,41,4,0.440077,0.015625,0.123197,0.073958,0.819752,0.084416,0.081042,0.190225
30,42,4,0.374670,0.015625,0.113349,0.063916,0.618063,0.052366,0.063496,0.147141
30,43,4,0.072453,0.015625,0.117666,0.054278,0.331450,0.041071,0.093616,0.108416
30,44,4,0.146514,0.015625,0.112713,0.054360,0.403308,0.033819,0.067609,0.111012
30,45,4,0.031405,0.015625,0.112808,0.052077,0.200337,0.028233,0.052185,0.074934
30,46,4,0.216687,0.015625,0.105811,0.054178,0.233200,0.021365,0.060606,0.080315
30,47,4,0.446234,0.015625,0.127921,0.078535,0.824689,0.097780,0.064283,0.190176
30,48,4,0.301519,0.015625,0.113954,0.061376,0.511043,0.049599,0.082171,0.134785
30,49,4,0.532519,0.015625,0.152383,0.103400,0.865914,0.148537,0.081131,0.215822
40,0,0,0.139619,0.003906,0.112570,0.054958,0.273165,0.035443,0.083227,0.094006
40,1,0,0.247320,0.003906,0.120301,0.060554,0.467652,0.057819,0.087434,0.130382
40,2,0,0.039080,0.003906,0.115775,0.050797,0.300273,0.030668,0.089504,0.098874
40,3,0,0.724847,0.003906,0.170829,0.121621,0.933455,0.181777,0.078817,0.235493
40,4,0,0.368557,0.003906,0.140244,0.079924,0.684067,0.112969,0.083973,0.177091
40,5,0,0.268096,0.003906,0.118031,0.064427,0.509761,0.061328,0.080691,0.135940
40,6,0,0.150631,0.003906,0.124375,0.064140,0.483946,0.070957,0.093382,0.137543
40,7,0,0.568517,0.003906,0.141239,0.089569,0.880922,0.129546,0.084806,0.211713
40,8,0,0.168080,0.003906,0.113180,0.057980,0.322561,0.043240,0.078978,0.102266
40,9,0,0.311360,0.003906,0.135640,0.079751,0.646998,0.107230,0.082317,0.169390
40,10,1,0.490499,0.003906,0.154574,0.098622,0.844258,0.148712,0.070773,0.208800
40,11,1,0.199080,0.003906,0.128544,0.066625,0.524647,0.080175,0.079305,0.142643
40,12,1,0.612538,0.003906,0.163936,0.117852,0.870047,0.177061,0.067478,0.220565
40,13,1,0.080769,0.003906,0.109906,0.054360,0.236110,0.029358,0.082567,0.086728
40,14,1,0.448982,0.003906,0.157845,0.104929,0.826844,0.158723,0.074119,0.209938
40,15,1,0.251850,0.003906,0.120217,0.064043,0.489165,0.065029,0.071659,0.131320
40,16,1,0.071009,0.003906,0.105052,0.051784,0.142001,0.016789,0.077447,0.067936
40,17,1,0.225512,0.003906,0.133083,0.063912,0.534231,0.080152,0.076298,0.143612
40,18,1,0.023145,0.003906,0.123342,0.048722,0.255182,0.039075,0.079356,0.091461
40,19,1,0.378901,0.003906,0.117714,0.071535,0.379317,0.076101,0.076849,0.118198
40,20,2,0.154859,0.003906,0.124918,0.061127,0.389445,0.064573,0.112386,0.126465
40,21,2,0.496025,0.003906,0.154891,0.111210,0.850620,0.163414,0.105039,0.222645
40,22,2,0.753268,0.003906,0.170428,0.122126,0.941061,0.182270,0.056707,0.231166
40,23,2,0.075313,0.003906,0.111796,0.056538,0.386906,0.037000,0.056907,0.105204
40,24,2,0.346724,0.003906,0.124653,0.076963,0.675182,0.091388,0.109883,0.176227
40,25,2,0.118530,0.003906,0.124561,0.063989,0.451886,0.070856,0.109838,0.136763
40,26,2,0.401554,0.003906,0.138441,0.079192,0.726883,0.108804,0.115062,0.190521
40,27,2,0.428317,0.003906,0.147241,0.096791,0.785815,0.137902,0.117778,0.208685
40,28,2,0.226272,0.003906,0.106371,0.059328,0.314116,0.036564,0.077330,0.098730
40,29,2,0.109343,0.003906,0.119303,0.059291,0.356469,0.053179,0.024078,0.096221
40,30,3,0.108891,0.003906,0.112025,0.054630,0.187486,0.033056,0.032863,0.067603
40,31,3,0.559639,0.003906,0.122828,0.077389,0.825732,0.090852,0.047589,0.183341
40,32,3,0.161426,0.003906,0.108170,0.050587,0.218773,0.018687,0.037489,0.070207
40,33,3,0.041007,0.003906,0.114279,0.055265,0.246982,0.038050,0.059082,0.084572
40,34,3,0.306667,0.003906,0.116186,0.060750,0.468779,0.051822,0.068562,0.124290
40,35,3,0.482934,0.003906,0.150049,0.096644,0.851084,0.142537,0.063713,0.206152
40,36,3,0.444939,0.003906,0.131452,0.086980,0.753368,0.112776,0.048569,0.178539
40,37,3,0.300442,0.003906,0.116239,0.060869,0.404913,0.052949,0.047735,0.109402
40,38,3,0.255183,0.003906,0.127916,0.072543,0.666787,0.086897,0.053900,0.159909
40,39,3,0.542584,0.003906,0.161393,0.115414,0.862174,0.171453,0.069106,0.218164
40,40,4,0.357393,0.003906,0.126525,0.069687,0.703428,0.082012,0.081755,0.171200
40,41,4,0.440077,0.003906,0.144500,0.098160,0.827959,0.141168,0.081042,0.206179
40,42,4,0.374670,0.003906,0.110089,0.060035,0.436311,0.042757,0.063496,0.115624
40,43,4,0.072453,0.003906,0.114516,0.052030,0.238526,0.033862,0.093616,0.090907
40,44,4,0.146514,0.003906,0.124980,0.062063,0.433082,0.068753,0.067609,0.122643
40,45,4,0.031405,0.003906,0.109314,0.050795,0.163638,0.022681,0.052185,0.066255
40,46,4,0.216687,0.003906,0.113916,0.052561,0.346288,0.034332,0.060606,0.099195
40,47,4,0.446234,0.003906,0.130663,0.078531,0.813602,0.102191,0.064283,0.188758
40,48,4,0.301519,0.003906,0.123290,0.068620,0.669727,0.078113,0.082171,0.164887
40,49,4,0.532519,0.003906,0.172336,0.118496,0.871677,0.179757,0.081131,0.226019
50,0,0,0.139619,0.000977,0.136240,0.068633,0.490154,0.091008,0.083227,0.141606
50,1,0,0.247320,0.000977,0.127501,0.065124,0.478975,0.074138,0.087434,0.136529
50,2,0,0.039080,0.000977,0.107419,0.051154,0.144324,0.018109,0.089504,0.071569
50,3,0,0.724847,0.000977,0.191444,0.142529,0.926574,0.213136,0.078817,0.246195
50,4,0,0.368557,0.000977,0.122377,0.075999,0.558176,0.090354,0.083973,0.151304
50,5,0,0.268096,0.000977,0.127560,0.058041,0.477513,0.063156,0.080691,0.131836
50,6,0,0.150631,0.000977,0.119443,0.057855,0.385318,0.052193,0.093382,0.117876
50,7,0,0.568517,0.000977,0.154196,0.111130,0.876750,0.164299,0.084806,0.222222
50,8,0,0.168080,0.000977,0.118870,0.055729,0.426998,0.048188,0.078978,0.119653
50,9,0,0.311360,0.000977,0.139073,0.085330,0.713402,0.120835,0.082317,0.183471
50,10,1,0.490499,0.000977,0.183390,0.128491,0.836184,0.199476,0.070773,0.224740
50,11,1,0.199080,0.000977,0.115330,0.057054,0.382251,0.045055,0.079305,0.112010
50,12,1,0.612538,0.000977,0.183357,0.134176,0.919599,0.203989,0.067478,0.238371
50,13,1,0.080769,0.000977,0.127001,0.056603,0.421217,0.062817,0.082567,0.123244
50,14,1,0.448982,0.000977,0.147228,0.088466,0.818450,0.131088,0.074119,0.200906
50,15,1,0.251850,0.000977,0.127481,0.073031,0.565515,0.090428,0.071659,0.149630
50,16,1,0.071009,0.000977,0.111930,0.049421,0.178501,0.025001,0.077447,0.075261
50,17,1,0.225512,0.000977,0.114209,0.059803,0.396340,0.052871,0.076298,0.114883
50,18,1,0.023145,0.000977,0.123625,0.059141,0.365282,0.059154,0.079356,0.113102
50,19,1,0.378901,0.000977,0.110474,0.061741,0.302805,0.044107,0.076849,0.098947
50,20,2,0.154859,0.000977,0.118122,0.052989,0.185604,0.040585,0.112386,0.089062
50,21,2,0.496025,0.000977,0.170526,0.118474,0.815204,0.181859,0.105039,0.224046
50,22,2,0.753268,0.000977,0.191395,0.145547,0.955763,0.215283,0.056707,0.245894
50,23,2,0.075313,0.000977,0.124164,0.057648,0.313231,0.057262,0.056907,0.098919
50,24,2,0.346724,0.000977,0.158422,0.097423,0.744752,0.151254,0.109883,0.204674
50,25,2,0.118530,0.000977,0.127244,0.056104,0.434830,0.060845,0.109838,0.131917
50,26,2,0.401554,0.000977,0.146197,0.094280,0.678524,0.136527,0.115062,0.191195
50,27,2,0.428317,0.000977,0.115689,0.066120,0.296268,0.063465,0.117778,0.112714
50,28,2,0.226272,0.000977,0.122886,0.065688,0.493629,0.070848,0.077330,0.135138
50,29,2,0.109343,0.000977,0.133489,0.057171,0.368994,0.069561,0.024078,0.102420
50,30,3,0.108891,0.000977,0.115384,0.054302,0.185476,0.040012,0.032863,0.068603
50,31,3,0.559639,0.000977,0.146263,0.098862,0.848608,0.144686,0.047589,0.202385
50,32,3,0.161426,0.000977,0.120246,0.061158,0.399599,0.058996,0.037489,0.107591
50,33,3,0.041007,0.000977,0.122147,0.056339,0.292509,0.053952,0.059082,0.095258
50,34,3,0.306667,0.000977,0.129077,0.075988,0.611950,0.095294,0.068562,0.157466
50,35,3,0.482934,0.000977,0.169947,0.111542,0.803855,0.176367,0.063713,0.209832
50,36,3,0.444939,0.000977,0.122414,0.069708,0.562014,0.078179,0.048569,0.140104
50,37,3,0.300442,0.000977,0.133378,0.072017,0.471893,0.095627,0.047735,0.130591
50,38,3,0.255183,0.000977,0.138212,0.069109,0.624136,0.097154,0.053900,0.156218
50,39,3,0.542584,0.000977,0.190408,0.131576,0.868933,0.204670,0.069106,0.231689
50,40,4,0.357393,0.000977,0.141458,0.088385,0.767009,0.125511,0.081755,0.193161
50,41,4,0.440077,0.000977,0.169043,0.112055,0.820940,0.178465,0.081042,0.217134
50,42,4,0.374670,0.000977,0.143589,0.086934,0.679675,0.125037,0.063496,0.175038
50,43,4,0.072453,0.000977,0.102973,0.051891,0.077740,0.013663,0.093616,0.061081
50,44,4,0.146514,0.000977,0.116816,0.056195,0.325014,0.045070,0.067609,0.100279
50,45,4,0.031405,0.000977,0.110496,0.050117,0.226372,0.024044,0.052185,0.076018
50,46,4,0.216687,0.000977,0.123436,0.065026,0.336106,0.070732,0.060606,0.106483
50,47,4,0.446234,0.000977,0.152422,0.092773,0.801974,0.141741,0.064283,0.198923
50,48,4,0.301519,0.000977,0.123311,0.069459,0.539426,0.079013,0.082171,0.145344
50,49,4,0.532519,0.000977,0.191609,0.137087,0.863932,0.209263,0.081131,0.235685
60,0,0,0.139619,0.000244,0.157795,0.069548,0.487191,0.118459,0.083227,0.149210
60,1,0,0.247320,0.000244,0.171466,0.082811,0.646606,0.146222,0.087434,0.183445
