round,image_id,category,quality,freshness,ctr,lr,awt,social_proof,cos_ui_own,own_query_score
1,39,3,0.542584,0.870551,0.132075,0.086538,0.160964,0.111499,0.069106,0.221469
1,40,4,0.357393,0.870551,0.186441,0.098214,0.147048,0.181997,0.081755,0.243026
1,41,4,0.440077,0.870551,0.117647,0.049020,0.177333,0.029328,0.081042,0.206798
1,42,4,0.374670,0.870551,0.132075,0.086538,0.151688,0.111499,0.063496,0.218675
1,43,4,0.072453,0.870551,0.234375,0.091667,0.094097,0.218926,0.093616,0.249803
1,44,4,0.146514,0.870551,0.142857,0.084906,0.102475,0.126831,0.067609,0.215997
1,45,4,0.031405,0.870551,0.100000,0.050000,0.000000,0.000000,0.052185,0.166090
1,46,4,0.216687,0.870551,0.096154,0.050000,0.000000,0.000000,0.060606,0.167620
1,47,4,0.446234,0.870551,0.200000,0.149123,0.151658,0.230847,0.064283,0.256339
1,48,4,0.301519,0.870551,0.132075,0.067308,0.134244,0.085357,0.082171,0.213928
1,49,4,0.532519,0.870551,0.178571,0.136364,0.173912,0.201519,0.081131,0.254365
10,0,0,0.139619,0.250000,0.144064,0.093725,0.345038,0.148712,0.083227,0.167906
10,1,0,0.247320,0.250000,0.254135,0.164671,0.610558,0.281595,0.087434,0.256174
10,2,0,0.039080,0.250000,0.151010,0.058285,0.287908,0.108794,0.089504,0.150564
10,3,0,0.724847,0.250000,0.207107,0.189140,0.819148,0.267959,0.078817,0.280073
10,4,0,0.368557,0.250000,0.275588,0.210832,0.676997,0.317541,0.083973,0.280890
10,5,0,0.268096,0.250000,0.180499,0.088887,0.415239,0.169287,0.080691,0.185688
10,6,0,0.150631,0.250000,0.176939,0.079097,0.424886,0.161121,0.093382,0.187096
10,7,0,0.568517,0.250000,0.221752,0.165713,0.660971,0.254165,0.084806,0.254301
10,8,0,0.168080,0.250000,0.132182,0.078794,0.225546,0.111534,0.078978,0.139187
10,9,0,0.311360,0.250000,0.324837,0.283782,0.678421,0.407937,0.082317,0.312633
10,10,1,0.490499,0.250000,0.337424,0.297122,0.746728,0.384088,0.070773,0.320340
10,11,1,0.199080,0.250000,0.207765,0.151967,0.463358,0.247935,0.079305,0.218003
10,12,1,0.612538,0.250000,0.171435,0.134875,0.524433,0.199329,0.067478,0.208926
10,13,1,0.080769,0.250000,0.228808,0.130739,0.402002,0.249833,0.082567,0.209809
10,14,1,0.448982,0.250000,0.383756,0.351607,0.755070,0.446652,0.074119,0.346980
10,15,1,0.251850,0.250000,0.241497,0.140818,0.580393,0.263152,0.071659,0.239411
10,16,1,0.071009,0.250000,0.125557,0.059064,0.075347,0.069961,0.077447,0.105921
10,17,1,0.225512,0.250000,0.175870,0.087018,0.462612,0.164353,0.076298,0.190018
10,18,1,0.023145,0.250000,0.160089,0.057823,0.160556,0.115681,0.079356,0.131126
10,19,1,0.378901,0.250000,0.237377,0.146590,0.664845,0.262686,0.076849,0.253638
10,20,2,0.154859,0.250000,0.163630,0.076167,0.204949,0.130981,0.112386,0.151704
10,21,2,0.496025,0.250000,0.260374,0.224661,0.755730,0.320616,0.105039,0.298321
10,22,2,0.753268,0.250000,0.194968,0.167293,0.677590,0.242710,0.056707,0.244261
10,23,2,0.075313,0.250000,0.206877,0.086008,0.382840,0.191150,0.056907,0.181639
10,24,2,0.346724,0.250000,0.312939,0.222247,0.675448,0.340976,0.109883,0.297993
10,25,2,0.118530,0.250000,0.154552,0.085095,0.232736,0.141645,0.109838,0.156846
10,26,2,0.401554,0.250000,0.405084,0.388881,0.684852,0.474151,0.115062,0.359591
10,27,2,0.428317,0.250000,0.218545,0.183608,0.629186,0.279383,0.117778,0.263784
10,28,2,0.226272,0.250000,0.266971,0.152242,0.499482,0.279271,0.077330,0.236581
10,29,2,0.109343,0.250000,0.133440,0.071737,0.208827,0.102474,0.024078,0.120651
10,30,3,0.108891,0.250000,0.224160,0.126960,0.476424,0.230013,0.032863,0.204319
10,31,3,0.559639,0.250000,0.359249,0.421308,0.802294,0.462488,0.047589,0.356636
10,32,3,0.161426,0.250000,0.181031,0.097084,0.280147,0.175845,0.037489,0.156759
10,33,3,0.041007,0.250000,0.106236,0.052151,0.037632,0.021444,0.059082,0.084384
10,34,3,0.306667,0.250000,0.295835,0.219715,0.563492,0.344671,0.068562,0.268345
10,35,3,0.482934,0.250000,0.159690,0.118711,0.463726,0.185774,0.063713,0.192593
10,36,3,0.444939,0.250000,0.249628,0.207585,0.671844,0.306228,0.048569,0.265151
10,37,3,0.300442,0.250000,0.176262,0.122571,0.491949,0.196734,0.047735,0.197553
10,38,3,0.255183,0.250000,0.180093,0.092403,0.379006,0.184461,0.053900,0.176250
10,39,3,0.542584,0.250000,0.309527,0.283989,0.756939,0.377297,0.069106,0.314292
10,40,4,0.357393,0.250000,0.264739,0.161231,0.640741,0.297481,0.081755,0.262767
10,41,4,0.440077,0.250000,0.104407,0.053824,0.050385,0.019902,0.081042,0.091565
10,42,4,0.374670,0.250000,0.293983,0.216737,0.673036,0.332189,0.063496,0.281000
10,43,4,0.072453,0.250000,0.203492,0.061838,0.399963,0.170186,0.093616,0.186140
10,44,4,0.146514,0.250000,0.205152,0.097839,0.479289,0.207593,0.067609,0.202875
10,45,4,0.031405,0.250000,0.182498,0.084671,0.282215,0.167972,0.052185,0.157929
10,46,4,0.216687,0.250000,0.174895,0.069721,0.277310,0.141434,0.060606,0.151921
10,47,4,0.446234,0.250000,0.329215,0.301359,0.687770,0.402934,0.064283,0.312061
10,48,4,0.301519,0.250000,0.176064,0.142440,0.435035,0.216418,0.082171,0.203526
10,49,4,0.532519,0.250000,0.415372,0.434626,0.762397,0.486770,0.081131,0.373090
20,0,0,0.139619,0.062500,0.183883,0.098328,0.453658,0.181790,0.083227,0.168754
20,1,0,0.247320,0.062500,0.192393,0.108887,0.574068,0.202459,0.087434,0.194102
20,2,0,0.039080,0.062500,0.161278,0.076214,0.266540,0.138434,0.089504,0.128621
20,3,0,0.724847,0.062500,0.394221,0.442521,0.926787,0.471587,0.078817,0.366812
20,4,0,0.368557,0.062500,0.262138,0.196435,0.689263,0.302287,0.083973,0.249491
20,5,0,0.268096,0.062500,0.132407,0.064068,0.236229,0.089859,0.080691,0.108294
20,6,0,0.150631,0.062500,0.181537,0.085253,0.372585,0.170315,0.093382,0.154928
20,7,0,0.568517,0.062500,0.337466,0.312236,0.834177,0.398286,0.084806,0.314996
20,8,0,0.168080,0.062500,0.165675,0.072388,0.411513,0.139880,0.078978,0.148296
20,9,0,0.311360,0.062500,0.244462,0.200469,0.703138,0.317218,0.082317,0.251414
20,10,1,0.490499,0.062500,0.243232,0.210374,0.838199,0.313843,0.070773,0.269829
20,11,1,0.199080,0.062500,0.169146,0.100910,0.264562,0.175886,0.079305,0.136332
20,12,1,0.612538,0.062500,0.180777,0.156866,0.621022,0.229645,0.067478,0.205843
20,13,1,0.080769,0.062500,0.131000,0.061793,0.105737,0.089082,0.082567,0.088269
20,14,1,0.448982,0.062500,0.413675,0.405700,0.810526,0.469283,0.074119,0.344963
20,15,1,0.251850,0.062500,0.173660,0.110074,0.473358,0.194647,0.071659,0.171030
20,16,1,0.071009,0.062500,0.104351,0.050836,0.020706,0.014166,0.077447,0.057078
20,17,1,0.225512,0.062500,0.172545,0.076643,0.449494,0.146060,0.076298,0.155997
20,18,1,0.023145,0.062500,0.150656,0.057781,0.230200,0.097885,0.079356,0.110034
20,19,1,0.378901,0.062500,0.239395,0.168481,0.751333,0.273959,0.076849,0.245220
20,20,2,0.154859,0.062500,0.175171,0.094310,0.329321,0.167281,0.112386,0.153094
20,21,2,0.496025,0.062500,0.312939,0.334726,0.842408,0.415663,0.105039,0.323702
20,22,2,0.753268,0.062500,0.253413,0.260658,0.892415,0.336955,0.056707,0.287141
20,23,2,0.075313,0.062500,0.150225,0.072867,0.259114,0.137455,0.056907,0.116987
20,24,2,0.346724,0.062500,0.304226,0.227556,0.739632,0.341425,0.109883,0.280577
20,25,2,0.118530,0.062500,0.219655,0.125021,0.447254,0.233830,0.109838,0.191733
20,26,2,0.401554,0.062500,0.410852,0.433737,0.773281,0.506750,0.115062,0.359094
20,27,2,0.428317,0.062500,0.213067,0.191435,0.664250,0.278300,0.117778,0.242479
20,28,2,0.226272,0.062500,0.209480,0.150568,0.609506,0.245128,0.077330,0.212254
20,29,2,0.109343,0.062500,0.171690,0.061965,0.303270,0.132647,0.024078,0.116267
20,30,3,0.108891,0.062500,0.199778,0.088093,0.445058,0.195537,0.032863,0.157686
20,31,3,0.559639,0.062500,0.402060,0.443505,0.871347,0.486311,0.047589,0.354082
20,32,3,0.161426,0.062500,0.191460,0.092108,0.423135,0.178805,0.037489,0.152349
20,33,3,0.041007,0.062500,0.103090,0.050099,0.015303,0.006642,0.059082,0.050197
20,34,3,0.306667,0.062500,0.261066,0.167576,0.639639,0.285889,0.068562,0.231073
20,35,3,0.482934,0.062500,0.251937,0.189448,0.787196,0.290598,0.063713,0.254923
20,36,3,0.444939,0.062500,0.240840,0.196630,0.711366,0.291335,0.048569,0.239131
20,37,3,0.300442,0.062500,0.175798,0.107914,0.445343,0.184276,0.047735,0.159177
20,38,3,0.255183,0.062500,0.177296,0.122747,0.523714,0.206556,0.053900,0.178473
20,39,3,0.542584,0.062500,0.332309,0.328404,0.855719,0.404719,0.069106,0.316964
20,40,4,0.357393,0.062500,0.259944,0.197970,0.710321,0.302774,0.081755,0.252110
20,41,4,0.440077,0.062500,0.100215,0.050413,0.005410,0.002259,0.081042,0.053173
20,42,4,0.374670,0.062500,0.265489,0.206933,0.743026,0.321982,0.063496,0.257577
20,43,4,0.072453,0.062500,0.163242,0.090230,0.298700,0.157941,0.093616,0.139907
20,44,4,0.146514,0.062500,0.181608,0.118190,0.500484,0.200157,0.067609,0.177380
20,45,4,0.031405,0.062500,0.184672,0.082712,0.455109,0.173761,0.052185,0.157707
20,46,4,0.216687,0.062500,0.113662,0.057196,0.057695,0.040007,0.060606,0.064726
20,47,4,0.446234,0.062500,0.280648,0.280525,0.802370,0.371985,0.064283,0.287741
20,48,4,0.301519,0.062500,0.184537,0.088039,0.355835,0.176066,0.082171,0.151303
20,49,4,0.532519,0.062500,0.356062,0.433526,0.866952,0.471378,0.081131,0.351214
30,0,0,0.139619,0.015625,0.211949,0.071556,0.446680,0.184309,0.083227,0.162064
30,1,0,0.247320,0.015625,0.216850,0.144915,0.594939,0.252451,0.087434,0.208076
30,2,0,0.039080,0.015625,0.139460,0.053737,0.175477,0.084297,0.089504,0.093403
30,3,0,0.724847,0.015625,0.410992,0.483043,0.929951,0.498242,0.078817,0.374843
30,4,0,0.368557,0.015625,0.296000,0.247119,0.757206,0.358005,0.083973,0.275415
30,5,0,0.268096,0.015625,0.185564,0.122410,0.427654,0.210755,0.080691,0.166343
30,6,0,0.150631,0.015625,0.203784,0.098229,0.291872,0.198599,0.093382,0.145946
30,7,0,0.568517,0.015625,0.315451,0.331639,0.868741,0.407101,0.084806,0.315905
30,8,0,0.168080,0.015625,0.199186,0.098677,0.397820,0.198924,0.078978,0.157962
30,9,0,0.311360,0.015625,0.271881,0.163309,0.659579,0.294498,0.082317,0.234062
30,10,1,0.490499,0.015625,0.273549,0.262761,0.842021,0.353840,0.070773,0.283467
30,11,1,0.199080,0.015625,0.154816,0.104836,0.396609,0.161770,0.079305,0.146532
30,12,1,0.612538,0.015625,0.263679,0.237242,0.853697,0.320187,0.067478,0.273950
30,13,1,0.080769,0.015625,0.106836,0.051111,0.035042,0.018428,0.082567,0.054862
30,14,1,0.448982,0.015625,0.395520,0.402262,0.823433,0.472173,0.074119,0.338817
30,15,1,0.251850,0.015625,0.249669,0.169610,0.599327,0.283588,0.071659,0.218141
30,16,1,0.071009,0.015625,0.100479,0.050090,0.002223,0.001582,0.077447,0.044877
30,17,1,0.225512,0.015625,0.186825,0.114430,0.461962,0.204040,0.076298,0.168437
30,18,1,0.023145,0.015625,0.180775,0.072198,0.280215,0.149808,0.079356,0.125809
30,19,1,0.378901,0.015625,0.255426,0.190130,0.568034,0.296805,0.076849,0.220647
30,20,2,0.154859,0.015625,0.158854,0.077691,0.407760,0.136821,0.112386,0.149262
30,21,2,0.496025,0.015625,0.279743,0.299530,0.844124,0.385034,0.105039,0.303697
30,22,2,0.753268,0.015625,0.217429,0.209872,0.754457,0.289780,0.056707,0.240375
30,23,2,0.075313,0.015625,0.158922,0.084245,0.338329,0.146591,0.056907,0.127128
30,24,2,0.346724,0.015625,0.237023,0.194264,0.598824,0.285780,0.109883,0.229908
30,25,2,0.118530,0.015625,0.179726,0.063407,0.326630,0.141400,0.109838,0.137834
30,26,2,0.401554,0.015625,0.378432,0.350271,0.765117,0.466390,0.115062,0.328913
30,27,2,0.428317,0.015625,0.192835,0.172640,0.824183,0.250075,0.117778,0.251099
30,28,2,0.226272,0.015625,0.186858,0.147199,0.363000,0.222732,0.077330,0.161380
30,29,2,0.109343,0.015625,0.132692,0.049452,0.204692,0.068991,0.024078,0.077371
30,30,3,0.108891,0.015625,0.162474,0.099476,0.465230,0.172156,0.032863,0.147222
30,31,3,0.559639,0.015625,0.408119,0.428424,0.884124,0.490642,0.047589,0.350071
30,32,3,0.161426,0.015625,0.219136,0.071857,0.432751,0.193106,0.037489,0.150844
30,33,3,0.041007,0.015625,0.100334,0.050011,0.001643,0.000726,0.059082,0.039989
30,34,3,0.306667,0.015625,0.160289,0.101997,0.389181,0.164574,0.068562,0.143493
30,35,3,0.482934,0.015625,0.202432,0.196708,0.682711,0.288527,0.063713,0.226744
30,36,3,0.444939,0.015625,0.276558,0.230139,0.803772,0.326287,0.048569,0.263302
30,37,3,0.300442,0.015625,0.164074,0.112362,0.496312,0.179408,0.047735,0.159033
30,38,3,0.255183,0.015625,0.194739,0.137501,0.450628,0.224119,0.053900,0.168790
30,39,3,0.542584,0.015625,0.309702,0.307056,0.856413,0.388975,0.069106,0.302705
30,40,4,0.357393,0.015625,0.278037,0.209279,0.744593,0.325587,0.081755,0.259567
30,41,4,0.440077,0.015625,0.100023,0.050044,0.000581,0.000244,0.081042,0.045254
30,42,4,0.374670,0.015625,0.240858,0.203931,0.663906,0.300321,0.063496,0.232417
30,43,4,0.072453,0.015625,0.159009,0.094573,0.272183,0.155914,0.093616,0.129271
30,44,4,0.146514,0.015625,0.170095,0.083688,0.398140,0.152494,0.067609,0.141460
30,45,4,0.031405,0.015625,0.136299,0.051613,0.196131,0.081588,0.052185,0.085940
30,46,4,0.216687,0.015625,0.101495,0.050784,0.006195,0.004805,0.060606,0.041982
30,47,4,0.446234,0.015625,0.242747,0.240483,0.798056,0.335365,0.064283,0.264323
30,48,4,0.301519,0.015625,0.284516,0.173746,0.645122,0.302822,0.082171,0.236545
30,49,4,0.532519,0.015625,0.393749,0.419653,0.881100,0.478457,0.081131,0.352748
40,0,0,0.139619,0.003906,0.179368,0.107108,0.423639,0.186529,0.083227,0.158445
40,1,0,0.247320,0.003906,0.196592,0.125653,0.658917,0.226189,0.087434,0.207256
40,2,0,0.039080,0.003906,0.156011,0.054564,0.210775,0.106134,0.089504,0.103402
40,3,0,0.724847,0.003906,0.405277,0.468773,0.942027,0.491769,0.078817,0.372676
40,4,0,0.368557,0.003906,0.221780,0.183337,0.720546,0.303788,0.083973,0.240316
40,5,0,0.268096,0.003906,0.190679,0.117416,0.506468,0.206104,0.080691,0.176826
40,6,0,0.150631,0.003906,0.215476,0.083712,0.456552,0.193539,0.093382,0.168946
40,7,0,0.568517,0.003906,0.268568,0.287049,0.890724,0.379396,0.084806,0.301106
40,8,0,0.168080,0.003906,0.193469,0.105350,0.424830,0.201219,0.078978,0.161627
40,9,0,0.311360,0.003906,0.225782,0.184241,0.660643,0.283713,0.082317,0.228307
40,10,1,0.490499,0.003906,0.296854,0.283885,0.835620,0.370278,0.070773,0.291360
40,11,1,0.199080,0.003906,0.208751,0.111957,0.437823,0.212186,0.079305,0.168666
40,12,1,0.612538,0.003906,0.294211,0.316497,0.902241,0.385293,0.067478,0.307682
40,13,1,0.080769,0.003906,0.141826,0.070286,0.265181,0.107083,0.082567,0.110477
40,14,1,0.448982,0.003906,0.397301,0.432094,0.794865,0.489864,0.074119,0.341731
40,15,1,0.251850,0.003906,0.218814,0.152426,0.666849,0.254495,0.071659,0.216200
40,16,1,0.071009,0.003906,0.100052,0.050010,0.000239,0.000171,0.077447,0.042637
40,17,1,0.225512,0.003906,0.188291,0.112475,0.372664,0.205836,0.076298,0.153933
40,18,1,0.023145,0.003906,0.165621,0.063492,0.206250,0.126207,0.079356,0.105999
40,19,1,0.378901,0.003906,0.241924,0.185459,0.661215,0.288661,0.076849,0.230344
40,20,2,0.154859,0.003906,0.196174,0.095425,0.396394,0.190101,0.112386,0.162881
40,21,2,0.496025,0.003906,0.295279,0.284684,0.857158,0.383916,0.105039,0.305338
40,22,2,0.753268,0.003906,0.299330,0.305391,0.917119,0.373450,0.056707,0.304497
40,23,2,0.075313,0.003906,0.171355,0.060050,0.272020,0.129152,0.056907,0.111235
40,24,2,0.346724,0.003906,0.243820,0.201774,0.657570,0.291598,0.109883,0.241363
40,25,2,0.118530,0.003906,0.140670,0.067775,0.269531,0.110228,0.109838,0.117982
40,26,2,0.401554,0.003906,0.380170,0.343965,0.785972,0.472803,0.115062,0.332142
40,27,2,0.428317,0.003906,0.297553,0.237472,0.680541,0.338899,0.117778,0.267558
40,28,2,0.226272,0.003906,0.209595,0.150683,0.393969,0.244199,0.077330,0.172345
40,29,2,0.109343,0.003906,0.165423,0.081351,0.292010,0.151196,0.024078,0.111759
40,30,3,0.108891,0.003906,0.137529,0.059459,0.265501,0.092996,0.032863,0.093495
40,31,3,0.559639,0.003906,0.369991,0.423617,0.880198,0.470503,0.047589,0.339868
40,32,3,0.161426,0.003906,0.241782,0.100823,0.412259,0.231479,0.037489,0.160292
40,33,3,0.041007,0.003906,0.105895,0.049676,0.013896,0.010284,0.059082,0.042461
40,34,3,0.306667,0.003906,0.234100,0.186382,0.640535,0.280920,0.068562,0.222852
40,35,3,0.482934,0.003906,0.193386,0.139010,0.678247,0.227447,0.063713,0.205986
40,36,3,0.444939,0.003906,0.216045,0.189164,0.782071,0.277614,0.048569,0.236861
40,37,3,0.300442,0.003906,0.194203,0.161363,0.442160,0.236687,0.047735,0.170480
40,38,3,0.255183,0.003906,0.204111,0.114167,0.484382,0.213813,0.053900,0.169314
40,39,3,0.542584,0.003906,0.325122,0.335087,0.879261,0.402167,0.069106,0.314549
40,40,4,0.357393,0.003906,0.202446,0.138082,0.647671,0.236037,0.081755,0.208357
40,41,4,0.440077,0.003906,0.100002,0.050005,0.000062,0.000026,0.081042,0.043490
40,42,4,0.374670,0.003906,0.268952,0.244532,0.729705,0.332914,0.063496,0.257322
40,43,4,0.072453,0.003906,0.167121,0.105127,0.299305,0.172966,0.093616,0.137705
40,44,4,0.146514,0.003906,0.163079,0.087684,0.252159,0.149188,0.067609,0.116944
40,45,4,0.031405,0.003906,0.152281,0.077407,0.236131,0.131155,0.052185,0.104635
40,46,4,0.216687,0.003906,0.100161,0.050084,0.000665,0.000523,0.060606,0.038521
40,47,4,0.446234,0.003906,0.290062,0.262977,0.834421,0.363633,0.064283,0.284320
40,48,4,0.301519,0.003906,0.157001,0.103391,0.290954,0.166811,0.082171,0.130813
40,49,4,0.532519,0.003906,0.414553,0.427568,0.861061,0.479719,0.081131,0.354020
50,0,0,0.139619,0.000977,0.170795,0.095334,0.282399,0.170348,0.083227,0.131284
50,1,0,0.247320,0.000977,0.142297,0.077159,0.242529,0.128038,0.087434,0.112621
50,2,0,0.039080,0.000977,0.173207,0.058604,0.196695,0.128805,0.089504,0.107861
50,3,0,0.724847,0.000977,0.399891,0.439054,0.940507,0.486261,0.078817,0.367763
50,4,0,0.368557,0.000977,0.257804,0.198695,0.760241,0.309548,0.083973,0.255937
50,5,0,0.268096,0.000977,0.217716,0.174604,0.528228,0.259650,0.080691,0.201723
50,6,0,0.150631,0.000977,0.259903,0.146732,0.519402,0.271913,0.093382,0.207423
50,7,0,0.568517,0.000977,0.337211,0.351667,0.886542,0.429089,0.084806,0.329417
50,8,0,0.168080,0.000977,0.179311,0.078329,0.382553,0.158814,0.078978,0.142640
50,9,0,0.311360,0.000977,0.196309,0.172078,0.559588,0.258173,0.082317,0.203235
50,10,1,0.490499,0.000977,0.263954,0.241191,0.817748,0.332684,0.070773,0.272522
50,11,1,0.199080,0.000977,0.198194,0.088518,0.453796,0.185038,0.079305,0.162197
50,12,1,0.612538,0.000977,0.324130,0.340465,0.896623,0.408818,0.067478,0.319807
50,13,1,0.080769,0.000977,0.146472,0.064636,0.205114,0.102822,0.082567,0.100370
50,14,1,0.448982,0.000977,0.391567,0.336543,0.804320,0.448219,0.074119,0.322591
50,15,1,0.251850,0.000977,0.172616,0.121939,0.404876,0.195531,0.071659,0.155623
50,16,1,0.071009,0.000977,0.100006,0.050001,0.000026,0.000018,0.077447,0.042201
50,17,1,0.225512,0.000977,0.160789,0.108257,0.495527,0.178993,0.076298,0.164489
50,18,1,0.023145,0.000977,0.179623,0.061383,0.302412,0.138085,0.079356,0.124525
50,19,1,0.378901,0.000977,0.214270,0.163487,0.630241,0.260534,0.076849,0.214528
50,20,2,0.154859,0.000977,0.233617,0.090218,0.482527,0.217314,0.112386,0.185533
50,21,2,0.496025,0.000977,0.277984,0.287872,0.833925,0.366968,0.105039,0.298251
50,22,2,0.753268,0.000977,0.427650,0.472095,0.941866,0.494717,0.056707,0.372832
50,23,2,0.075313,0.000977,0.180957,0.067351,0.276635,0.148858,0.056907,0.117602
50,24,2,0.346724,0.000977,0.183263,0.125317,0.603901,0.207647,0.109883,0.200211
50,25,2,0.118530,0.000977,0.149217,0.056314,0.311388,0.104529,0.109838,0.123198
50,26,2,0.401554,0.000977,0.311504,0.298699,0.729417,0.396274,0.115062,0.295688
50,27,2,0.428317,0.000977,0.262601,0.202694,0.749271,0.303503,0.117778,0.263192
50,28,2,0.226272,0.000977,0.199500,0.127787,0.531211,0.223794,0.077330,0.185930
50,29,2,0.109343,0.000977,0.116666,0.052845,0.123801,0.044943,0.024078,0.057743
50,30,3,0.108891,0.000977,0.155789,0.064616,0.209241,0.126363,0.032863,0.093417
50,31,3,0.559639,0.000977,0.402665,0.443426,0.883620,0.489539,0.047589,0.352588
50,32,3,0.161426,0.000977,0.187768,0.080330,0.317240,0.171401,0.037489,0.125467
50,33,3,0.041007,0.000977,0.104391,0.049756,0.014314,0.007700,0.059082,0.041561
50,34,3,0.306667,0.000977,0.207458,0.183050,0.535249,0.274609,0.068562,0.201832
50,35,3,0.482934,0.000977,0.289900,0.265746,0.841781,0.354763,0.063713,0.285471
50,36,3,0.444939,0.000977,0.226190,0.207275,0.818443,0.289316,0.048569,0.249523
50,37,3,0.300442,0.000977,0.168970,0.089204,0.507323,0.165522,0.047735,0.155283
50,38,3,0.255183,0.000977,0.230998,0.133951,0.585440,0.244430,0.053900,0.197199
50,39,3,0.542584,0.000977,0.326905,0.304143,0.842272,0.388315,0.069106,0.303448
50,40,4,0.357393,0.000977,0.238679,0.182832,0.765149,0.289383,0.081755,0.247766
50,41,4,0.440077,0.000977,0.125195,0.076595,0.253151,0.087240,0.081042,0.103731
50,42,4,0.374670,0.000977,0.272172,0.211758,0.768594,0.314306,0.063496,0.256899
50,43,4,0.072453,0.000977,0.192245,0.087031,0.366212,0.185084,0.093616,0.151117
50,44,4,0.146514,0.000977,0.179809,0.113806,0.336631,0.189474,0.067609,0.142869
50,45,4,0.031405,0.000977,0.134145,0.050990,0.134415,0.071600,0.052185,0.072939
50,46,4,0.216687,0.000977,0.107330,0.057728,0.053139,0.030017,0.060606,0.053088
50,47,4,0.446234,0.000977,0.282395,0.239829,0.784370,0.357526,0.064283,0.272043
50,48,4,0.301519,0.000977,0.152303,0.108867,0.407021,0.168827,0.082171,0.149493
50,49,4,0.532519,0.000977,0.395510,0.421153,0.866793,0.477127,0.081131,0.352092
60,0,0,0.139619,0.000244,0.207021,0.111106,0.414774,0.228241,0.083227,0.169318
60,1,0,0.247320,0.000244,0.213234,0.152126,0.535335,0.246979,0.087434,0.199432
